CustomerID,Age,Gender,Tenure,AverageTransactionValue,PurchaseFrequency,LastPurchaseDaysAgo,TotalVisits,MembershipType,Region,EmailEngagement,DiscountUsage,Churn
C1264,35,Female,6,280.43,1,133,96,Basic,South,Medium,8,0
C1265,42,Female,2,108.73,9,124,59,Basic,South,High,6,0
C1266,50,Female,1,196.19,9,90,32,Gold,West,Medium,9,0
C1267,64,Female,1,476.24,1,16,97,Gold,South,Medium,7,0
C1268,57,Female,9,568.54,6,31,41,Basic,South,Low,8,0
C1269,60,Female,4,143.72,7,28,88,Basic,West,Low,0,0
C1270,29,Female,5,378.95,2,135,65,Silver,North,High,6,0
C1271,61,Female,3,226.94,10,137,79,Basic,North,Medium,7,0
C1272,53,Male,4,169.53,8,39,43,Silver,North,Low,1,0
C1273,65,Male,8,209.49,8,171,27,Silver,North,Medium,9,0
C1274,21,Male,4,388.88,6,27,56,Silver,East,Medium,8,0
C1275,22,Female,9,132.57,9,76,88,Silver,East,Low,0,0
C1276,54,Female,9,317.11,3,117,88,Silver,West,Medium,2,0
C1277,25,Female,6,167.61,2,89,15,Platinum,West,Low,8,0
C1278,59,Male,2,236.34,2,107,70,Basic,West,Medium,0,0
C1279,66,Female,7,195.38,6,122,17,Gold,East,Medium,3,0
C1280,45,Male,9,541.49,7,126,81,Basic,South,Low,9,0
C1281,48,Female,6,454.01,6,98,45,Basic,East,Low,5,0
C1282,26,Male,3,534.23,11,33,53,Basic,North,High,5,0
C1283,68,Male,7,291.73,3,91,19,Silver,North,Medium,3,0
C1284,46,Male,5,256.71,5,120,60,Basic,South,Medium,9,0
C1285,31,Female,1,290.29,8,2,58,Gold,West,Low,9,0
C1286,57,Male,3,109.27,6,142,35,Silver,East,Medium,9,0
C1287,58,Female,5,462.35,2,13,65,Basic,South,Medium,9,0
C1288,39,Female,7,274.89,7,24,62,Silver,South,Low,0,0
C1289,28,Female,3,256.66,8,69,91,Gold,East,Medium,4,0
C1290,40,Female,6,399.07,4,34,64,Silver,South,Medium,4,0
C1291,18,Female,5,318.12,1,87,57,Basic,West,Medium,2,0
C1292,63,Male,1,590.42,2,19,90,Gold,East,Low,2,0
C1293,54,Female,6,278.13,4,30,65,Silver,East,Low,3,0
C1294,38,Female,8,406.95,7,49,84,Basic,South,High,2,0
C1295,43,Female,1,255.83,2,171,46,Basic,West,High,2,0
C1296,63,Female,2,595.3,6,144,33,Basic,West,Medium,2,0
C1297,53,Female,4,322.56,2,114,88,Gold,North,Medium,6,0
C1298,40,Male,2,417.06,7,116,96,Basic,East,Medium,8,0
C1299,18,Male,9,163.36,2,177,31,Basic,North,Low,0,0
C1300,68,Female,8,466.51,3,139,48,Gold,West,Low,7,0
C1301,57,Male,8,234.61,9,78,97,Basic,West,Medium,9,0
C1302,32,Male,4,324.31,4,175,9,Gold,North,Medium,0,0
C1303,38,Female,5,541.57,5,35,56,Basic,East,Medium,8,0
C1304,64,Male,4,585.28,9,71,57,Silver,North,High,7,0
C1305,26,Female,9,312.29,7,157,56,Basic,West,Medium,5,0
C1306,26,Male,2,517.4,8,108,42,Gold,West,High,5,0
C1307,27,Male,8,126.67,11,54,48,Silver,South,High,9,0
C1308,69,Male,2,523.79,3,23,57,Gold,South,High,6,0
C1309,43,Female,1,414.76,11,152,6,Silver,North,Medium,7,0
C1310,58,Male,3,344.35,11,10,58,Basic,South,Low,6,0
C1311,52,Male,9,544.98,4,61,88,Basic,West,Medium,0,0
C1312,69,Female,3,522.67,7,136,81,Basic,East,Medium,9,0
C1313,42,Female,9,248.47,4,48,94,Silver,East,Medium,3,0
C1314,43,Male,7,495.74,2,112,39,Gold,North,High,3,0
C1315,28,Female,1,149.75,10,126,50,Basic,South,High,8,0
C1316,55,Male,5,511.38,6,157,76,Silver,North,Medium,8,0
C1317,19,Male,9,437.73,9,87,96,Platinum,South,Medium,2,0
C1318,24,Female,3,143.93,2,26,83,Basic,East,High,8,0
C1319,35,Female,9,441.54,1,165,59,Gold,South,Low,4,0
C1320,44,Female,5,390.26,8,52,76,Basic,South,Low,5,0
C1321,51,Male,9,397.28,1,166,15,Silver,North,High,6,0
C1322,44,Female,6,245.43,1,6,33,Basic,East,Medium,2,0
C1323,34,Male,9,233.25,3,8,73,Basic,South,Medium,3,0
C1324,60,Female,7,481.27,5,17,67,Basic,East,High,4,0
C1325,61,Male,7,228.41,9,76,51,Platinum,South,Medium,0,0
C1326,68,Female,8,323.13,11,34,11,Gold,East,Medium,7,0
C1327,41,Male,7,447.39,10,147,68,Basic,South,Medium,6,0
C1328,42,Female,9,139.81,2,70,86,Platinum,West,Low,1,0
C1329,24,Male,9,397.27,1,82,68,Silver,East,Low,6,0
C1330,69,Female,6,394.69,1,118,96,Gold,West,High,8,0
C1331,23,Female,7,442.11,8,165,16,Basic,West,Low,4,0
C1332,41,Male,2,284.96,10,38,16,Basic,West,Low,5,0
C1333,50,Female,9,324.49,10,143,40,Silver,South,Medium,4,0
C1334,66,Male,1,264.98,10,102,33,Basic,East,Low,0,1
C1335,46,Male,1,504.08,2,40,15,Basic,South,High,5,0
C1336,60,Female,3,165.31,9,137,57,Basic,South,Low,6,0
C1337,39,Male,6,581.48,9,53,74,Basic,East,Medium,4,0
C1338,43,Female,5,417.42,2,118,89,Basic,North,Medium,2,0
C1339,45,Female,2,543.45,3,66,78,Platinum,South,High,5,0
C1340,67,Male,9,313.12,2,80,51,Basic,West,Medium,6,0
C1341,38,Female,4,266.14,6,52,37,Basic,South,Medium,9,0
C1342,66,Male,4,550.36,7,129,85,Silver,North,High,9,0
C1343,24,Male,5,149.44,6,158,71,Silver,West,Low,8,0
C1344,34,Female,8,158.55,3,124,47,Silver,South,Medium,6,0
C1345,37,Female,4,249.67,3,112,22,Silver,East,High,2,0
C1346,58,Male,5,579.89,2,1,78,Basic,West,Medium,0,0
C1347,66,Male,4,416.53,2,167,57,Basic,North,Medium,6,0
C1348,37,Female,6,377.1,11,16,43,Silver,South,Low,7,0
C1349,39,Female,3,452.68,5,145,76,Gold,East,Low,0,0
C1350,45,Female,8,308.74,11,112,38,Silver,West,Low,4,0
C1351,57,Female,6,479.04,11,112,41,Basic,West,High,7,0
C1352,66,Male,5,296.62,8,102,45,Basic,East,High,9,0
C1353,24,Female,2,513.18,6,82,53,Basic,North,Medium,6,0
C1354,18,Male,7,233.65,9,150,14,Silver,West,Low,1,0
C1355,49,Male,2,238.77,11,99,44,Basic,North,Low,3,1
C1356,30,Female,1,361.19,5,159,22,Basic,North,Medium,5,0
C1357,47,Male,7,315.38,10,40,29,Basic,East,Medium,6,0
C1358,40,Female,5,424.06,4,155,45,Basic,West,Medium,6,0
C1359,68,Male,1,282.15,9,36,40,Basic,South,High,2,0
C1360,36,Female,4,215.28,10,125,6,Basic,East,Medium,7,0
C1361,49,Male,4,334.9,11,4,87,Silver,East,Medium,6,0
C1362,47,Male,7,380.48,5,118,78,Basic,North,Medium,3,0
C1363,46,Female,9,171.3,1,25,53,Silver,South,Medium,9,0
C1364,66,Female,2,378.36,5,95,71,Basic,East,Medium,3,0
C1365,62,Male,1,259.63,5,78,57,Basic,North,Medium,3,0
C1366,46,Male,2,296.23,5,158,23,Silver,West,Low,4,1
C1367,47,Female,7,239.66,2,175,30,Basic,North,Medium,1,0
C1368,33,Male,6,565.71,6,12,58,Silver,South,High,8,0
C1369,57,Female,4,441.67,5,27,55,Silver,South,Medium,5,0
C1370,36,Male,1,231.23,2,173,29,Gold,North,High,7,0
C1371,35,Female,1,422.52,10,63,21,Basic,West,Low,0,1
C1372,18,Male,5,524.29,8,55,78,Basic,South,Medium,5,0
C1373,31,Female,1,300.82,6,158,65,Silver,South,High,5,0
C1374,68,Female,7,514.98,11,82,50,Basic,West,Medium,7,0
C1375,64,Male,1,177.21,10,14,59,Basic,East,High,0,0
C1376,67,Female,1,511.39,11,56,54,Silver,South,Medium,4,0
C1377,19,Male,2,370.15,3,147,79,Basic,North,Low,2,1
C1378,45,Female,3,211.49,9,86,15,Basic,West,Low,5,0
C1379,66,Female,1,303.57,11,26,16,Silver,South,Medium,8,0
C1380,67,Female,9,594.0,11,92,44,Platinum,East,High,9,0
C1381,47,Male,8,491.78,4,166,52,Gold,South,Low,2,0
C1382,55,Female,5,387.54,3,36,60,Basic,East,Medium,8,0
C1383,68,Male,2,157.58,7,146,12,Silver,South,Medium,8,0
C1384,21,Female,5,308.91,8,78,92,Basic,South,Low,0,0
C1385,18,Male,6,231.53,7,112,18,Basic,North,Low,1,0
C1386,25,Male,1,135.5,1,23,91,Silver,West,Medium,3,0
C1387,46,Male,4,371.1,1,119,60,Basic,West,Low,6,0
C1388,56,Female,9,544.59,5,116,58,Basic,North,Low,1,0
C1389,20,Male,2,437.8,8,142,21,Gold,West,Low,6,1
C1390,49,Female,5,224.84,10,22,49,Gold,West,Low,4,0
C1391,27,Male,1,386.79,11,28,9,Silver,West,Medium,9,0
C1392,27,Male,4,571.62,3,43,7,Gold,South,Medium,6,0
C1393,36,Male,4,461.46,8,76,13,Silver,South,Medium,8,0
C1394,63,Male,6,444.74,3,18,88,Basic,East,Medium,8,0
C1395,51,Female,9,584.08,4,100,24,Silver,East,High,2,0
C1396,50,Male,3,499.44,10,124,87,Basic,West,High,2,0
C1397,40,Male,9,168.31,7,109,25,Basic,West,High,6,0
C1398,45,Female,6,273.82,3,36,84,Gold,West,Medium,4,0
C1399,49,Male,7,582.57,4,125,37,Basic,North,High,4,0
C1400,67,Male,2,344.85,8,7,9,Basic,South,Medium,4,0
C1401,24,Male,6,155.82,4,23,28,Basic,West,Medium,8,0
C1402,46,Male,6,329.3,9,162,67,Basic,West,Low,3,0
C1403,25,Female,2,448.5,4,117,83,Gold,South,Medium,5,0
C1404,18,Female,2,598.77,4,114,30,Silver,East,Low,5,1
C1405,20,Male,2,261.95,5,96,93,Silver,West,Low,6,1
C1406,41,Female,1,357.04,1,21,96,Silver,West,Medium,1,0
C1407,40,Female,5,539.84,7,70,37,Silver,West,Medium,5,0
C1408,25,Male,8,277.63,9,175,22,Silver,West,High,8,0
C1409,64,Female,2,154.63,9,53,22,Silver,South,Medium,2,0
C1410,54,Male,5,574.47,1,84,42,Gold,South,Medium,1,0
C1411,20,Female,8,344.22,6,106,37,Platinum,South,Medium,7,0
C1412,68,Female,5,351.39,3,41,31,Platinum,East,Medium,0,0
C1413,50,Female,2,410.6,4,160,53,Silver,West,Medium,7,0
C1414,45,Male,3,101.77,8,128,54,Gold,East,High,4,0
C1415,64,Female,6,565.57,4,142,19,Basic,East,Medium,8,0
C1416,25,Male,5,280.73,8,88,81,Gold,South,Medium,8,0
C1417,51,Male,4,298.47,4,103,56,Gold,West,Medium,3,0
C1418,52,Female,4,187.05,9,107,72,Gold,West,High,0,0
C1419,49,Male,5,289.08,6,17,23,Gold,East,High,4,0
C1420,41,Female,2,501.97,1,25,99,Basic,North,Medium,6,0
C1421,31,Male,9,500.0,10,64,29,Basic,North,Medium,8,0
C1422,49,Male,2,567.9,2,86,80,Basic,West,Medium,9,0
C1423,63,Female,2,301.61,7,119,80,Silver,West,High,8,0
C1424,60,Female,9,454.36,10,176,29,Basic,East,Medium,8,0
C1425,33,Female,3,353.62,7,35,37,Basic,East,Low,5,0
C1426,21,Female,7,502.01,3,37,64,Silver,South,Medium,1,0
C1427,69,Male,4,456.27,1,55,41,Silver,East,Medium,4,0
C1428,54,Male,6,283.95,8,145,96,Gold,East,Medium,2,0
C1429,38,Male,4,268.34,10,156,47,Silver,North,Low,5,0
C1430,31,Female,7,226.22,11,129,13,Silver,North,Low,4,0
C1431,48,Male,1,388.26,11,53,18,Silver,North,Medium,9,0
C1432,65,Female,3,581.92,10,73,7,Gold,North,High,0,0
C1433,35,Male,3,200.03,7,113,73,Basic,East,High,9,0
C1434,24,Female,1,147.63,10,13,60,Basic,West,Medium,9,0
C1435,27,Male,6,159.7,8,47,30,Gold,North,High,1,0
C1436,24,Male,9,491.55,1,160,57,Silver,South,Low,4,0
C1437,50,Female,8,275.05,3,28,45,Silver,South,Medium,5,0
C1438,40,Male,7,212.18,2,53,86,Basic,East,Low,0,0
C1439,38,Female,8,276.42,1,31,25,Basic,South,Medium,6,0
C1440,36,Male,6,422.67,5,8,43,Silver,North,High,2,0
C1441,65,Male,9,373.39,3,72,84,Basic,West,High,0,0
C1442,36,Female,3,471.79,10,124,27,Basic,West,Medium,6,0
C1443,53,Female,9,269.54,8,98,97,Basic,North,Medium,6,0
C1444,46,Male,4,326.01,6,87,78,Silver,South,High,9,0
C1445,35,Male,7,150.98,10,74,62,Silver,East,Low,2,0
C1446,19,Male,9,136.53,9,101,73,Platinum,West,Medium,5,0
C1447,18,Male,2,331.13,9,25,79,Silver,North,Low,3,0
C1448,64,Male,2,250.8,11,115,33,Gold,North,High,3,0
C1449,22,Male,9,406.4,6,33,66,Silver,South,Low,8,0
C1450,37,Female,3,121.5,2,135,57,Silver,East,Low,6,0
C1451,28,Female,9,160.88,9,97,49,Basic,East,Medium,5,0
C1452,59,Female,5,532.6,2,112,31,Basic,South,Low,8,0
C1453,19,Male,6,383.16,3,174,38,Silver,North,Low,2,0
C1454,20,Male,2,456.03,6,96,18,Basic,South,Medium,3,0
C1455,40,Male,8,520.99,2,5,45,Silver,South,High,8,0
C1456,29,Female,9,331.92,5,121,78,Silver,South,Low,3,0
C1457,37,Female,2,480.53,2,110,64,Gold,North,High,6,0
C1458,22,Male,6,362.29,4,17,46,Platinum,West,High,8,0
C1459,54,Male,6,211.37,11,76,55,Basic,North,Medium,3,0
C1460,55,Female,8,268.83,11,52,79,Basic,West,Medium,8,0
C1461,47,Female,5,345.18,3,140,15,Silver,West,Low,6,0
C1462,26,Female,9,258.44,5,62,39,Basic,South,Medium,3,0
C1463,51,Male,1,267.76,6,163,23,Basic,East,Low,2,1
C1464,61,Male,9,268.7,7,21,92,Gold,South,Low,5,0
C1465,52,Male,7,161.42,10,85,69,Platinum,North,Medium,2,0
C1466,69,Female,4,142.32,8,21,80,Silver,East,Medium,6,0
C1467,39,Female,3,123.25,9,143,65,Silver,East,Medium,0,0
C1468,61,Male,6,155.48,4,151,51,Basic,North,Medium,6,0
C1469,41,Male,1,271.85,4,128,18,Silver,North,High,2,0
C1470,34,Female,3,396.94,7,159,71,Basic,South,Low,8,0
C1471,27,Male,2,194.07,10,54,56,Silver,North,Low,5,0
C1472,47,Female,9,544.0,10,26,36,Basic,West,Medium,6,0
C1473,63,Female,3,504.19,11,53,84,Gold,West,Low,8,0
C1474,40,Male,2,360.26,9,66,14,Silver,East,Medium,5,0
C1475,49,Female,4,462.1,11,167,21,Silver,South,Medium,9,0
C1476,34,Male,2,283.16,2,7,44,Gold,South,Medium,1,0
C1477,67,Female,1,118.39,11,167,72,Basic,East,Medium,5,0
C1478,68,Female,6,552.17,6,32,67,Basic,North,Medium,5,0
C1479,34,Male,8,163.9,10,154,19,Gold,South,Medium,1,0
C1480,31,Female,2,573.97,10,87,43,Platinum,East,Low,6,1
C1481,26,Male,9,385.94,8,157,61,Silver,East,Low,8,0
C1482,57,Male,3,252.78,5,153,14,Basic,West,Medium,9,0
C1483,19,Female,8,347.76,5,159,75,Silver,East,Low,3,0
C1484,62,Male,8,350.81,8,2,21,Basic,North,Medium,4,0
C1485,42,Male,3,111.64,1,175,80,Silver,North,Low,5,0
C1486,56,Male,3,277.73,6,75,21,Basic,North,Low,0,0
C1487,26,Male,6,469.93,10,29,20,Gold,North,Low,7,0
C1488,39,Male,1,355.03,9,127,82,Basic,East,Medium,8,0
C1489,60,Male,4,222.12,6,49,7,Gold,South,Low,0,0
C1490,63,Female,1,267.55,7,32,55,Basic,East,Low,3,0
C1491,21,Male,3,531.53,4,158,98,Basic,South,Medium,5,0
C1492,43,Female,9,362.77,10,15,50,Gold,South,Medium,9,0
C1493,46,Female,5,364.18,1,62,59,Basic,South,High,0,0
C1494,62,Male,5,580.73,9,78,30,Silver,West,High,2,0
C1495,51,Female,4,260.44,6,17,80,Basic,North,Low,6,0
C1496,40,Female,3,339.77,3,22,35,Silver,West,Low,7,0
C1497,54,Male,5,505.86,4,158,85,Basic,East,Medium,7,0
C1498,28,Male,4,479.46,10,81,76,Basic,West,High,4,0
C1499,23,Male,8,232.9,6,144,23,Silver,South,High,0,0
C1500,35,Female,4,175.55,6,8,94,Basic,East,Low,0,0
C1501,38,Female,8,450.35,9,167,72,Basic,North,Medium,7,0
C1502,59,Male,6,228.83,4,31,19,Silver,South,Medium,4,0
C1503,53,Male,5,561.34,5,12,62,Silver,North,High,8,0
C1504,58,Female,4,164.62,5,33,82,Basic,West,Low,0,0
C1505,55,Female,4,259.16,3,12,34,Silver,North,Medium,1,0
C1506,51,Female,4,127.39,2,25,52,Gold,East,Low,3,0
C1507,34,Female,9,451.65,8,166,60,Basic,South,Low,9,0
C1508,54,Male,4,545.63,10,48,46,Silver,North,Medium,6,0
C1509,42,Female,9,417.94,9,83,28,Silver,West,Low,3,0
C1510,55,Female,6,568.88,10,55,56,Basic,East,Medium,7,0
C1511,29,Female,7,164.25,11,131,47,Basic,South,Medium,6,0
C1512,40,Female,3,143.87,9,125,38,Basic,West,High,4,0
C1513,59,Male,8,519.21,5,69,64,Silver,South,Medium,6,0
C1514,39,Male,3,527.76,11,163,87,Basic,North,Low,7,0
C1515,38,Female,1,515.52,9,51,7,Gold,West,Low,2,0
C1516,44,Female,5,499.48,4,27,72,Silver,West,Medium,2,0
C1517,48,Male,2,281.11,2,165,15,Basic,North,Medium,1,0
C1518,23,Male,6,208.73,3,144,17,Silver,West,Medium,3,0
C1519,44,Female,9,564.4,1,25,54,Platinum,West,Medium,3,0
C1520,57,Female,1,253.5,5,33,86,Basic,West,Medium,3,0
C1521,51,Male,4,299.2,1,62,23,Basic,North,Low,1,0
C1522,29,Male,1,449.78,11,145,48,Silver,North,Medium,6,0
C1523,62,Male,1,246.68,1,171,37,Basic,South,Medium,9,0
C1524,24,Male,8,509.57,11,30,42,Basic,North,High,2,0
C1525,27,Male,2,135.02,11,41,7,Basic,West,Medium,9,0
C1526,62,Male,1,495.59,7,117,69,Basic,North,Low,0,1
C1527,34,Female,8,400.93,2,4,39,Basic,West,Medium,1,0
C1528,43,Male,4,386.5,8,66,40,Gold,West,Medium,4,0
C1529,38,Male,3,329.19,6,60,42,Platinum,West,Low,8,0
C1530,45,Male,4,238.52,4,137,43,Basic,North,Medium,3,0
C1531,63,Male,5,332.04,9,31,29,Basic,West,Low,5,0
C1532,19,Female,1,325.01,10,89,68,Basic,South,Medium,2,0
C1533,60,Female,1,391.88,8,100,17,Basic,East,High,8,0
C1534,18,Male,3,240.79,10,119,72,Basic,East,Medium,1,0
C1535,68,Female,6,138.8,3,69,74,Basic,South,Medium,7,0
C1536,53,Female,1,172.54,3,152,79,Gold,East,Low,2,1
C1537,68,Female,2,449.59,4,24,5,Basic,South,Low,7,0
C1538,43,Female,7,111.25,9,173,76,Basic,North,Medium,2,0
C1539,46,Female,1,528.22,9,165,58,Basic,East,Medium,3,0
C1540,38,Female,7,447.2,5,23,13,Basic,South,Medium,7,0
C1541,28,Male,4,484.04,9,163,40,Gold,South,High,9,0
C1542,57,Male,6,517.99,6,63,41,Basic,West,Medium,3,0
C1543,28,Male,8,161.36,8,118,63,Platinum,North,Medium,8,0
C1544,53,Male,9,511.23,11,114,25,Basic,South,Medium,8,0
C1545,66,Male,6,352.32,8,6,24,Silver,East,Medium,5,0
C1546,56,Female,9,542.76,10,6,5,Platinum,West,Medium,0,0
C1547,57,Male,4,543.29,7,30,63,Basic,West,Medium,8,0
C1548,52,Male,6,112.09,4,1,32,Basic,West,High,8,0
C1549,51,Female,8,291.43,4,63,75,Silver,North,Medium,6,0
C1550,64,Female,9,363.2,6,136,60,Basic,South,Medium,8,0
C1551,41,Male,3,439.18,9,28,13,Silver,North,Medium,7,0
C1552,39,Female,2,243.09,7,89,69,Basic,South,Low,8,1
C1553,22,Female,6,226.07,5,161,40,Basic,West,Medium,8,0
C1554,50,Female,4,290.63,5,53,38,Basic,East,Medium,6,0
C1555,53,Female,1,350.47,8,38,85,Gold,East,Medium,5,0
C1556,64,Male,8,575.57,6,52,36,Basic,North,Medium,1,0
C1557,37,Female,9,481.05,1,78,70,Basic,West,High,6,0
C1558,36,Male,9,314.66,1,139,29,Silver,South,Medium,0,0
C1559,52,Male,2,127.18,9,130,55,Basic,North,High,5,0
C1560,69,Female,9,184.26,8,53,67,Basic,West,Low,5,0
C1561,60,Female,7,327.96,6,94,94,Basic,North,Medium,6,0
C1562,34,Female,5,506.91,1,94,49,Silver,East,Low,1,0
C1563,62,Male,7,290.35,2,7,30,Silver,West,Low,3,0
C1564,60,Female,9,369.25,10,67,25,Basic,North,Low,1,0
C1565,51,Female,8,545.9,3,137,86,Basic,South,Medium,3,0
C1566,26,Female,6,556.9,10,116,97,Silver,East,Low,2,0
C1567,43,Female,4,207.89,3,139,55,Silver,South,Medium,1,0
C1568,19,Female,1,121.8,2,37,28,Basic,North,Medium,1,0
C1569,26,Male,6,252.71,2,142,96,Basic,West,Medium,2,0
C1570,26,Female,3,447.9,6,147,16,Basic,East,Low,9,0
C1571,57,Female,6,575.56,7,8,15,Silver,South,Low,3,0
C1572,34,Female,6,138.52,4,135,31,Platinum,South,Medium,6,0
C1573,18,Male,4,114.24,1,59,27,Basic,West,Medium,3,0
C1574,42,Female,2,542.07,6,123,37,Basic,North,Low,6,1
C1575,60,Male,9,474.07,7,7,84,Basic,South,High,3,0
C1576,57,Male,2,596.12,4,120,96,Basic,North,Low,2,1
C1577,59,Female,3,298.4,6,3,96,Basic,North,Medium,7,0
C1578,42,Female,1,308.03,9,67,42,Gold,North,Low,2,1
C1579,56,Female,7,186.16,4,18,59,Basic,West,High,7,0
C1580,52,Male,1,157.92,10,45,74,Silver,North,Medium,1,0
C1581,20,Male,9,389.36,4,97,46,Basic,East,High,2,0
C1582,67,Male,1,282.14,10,92,33,Gold,West,Medium,3,0
C1583,54,Male,5,140.16,5,164,38,Silver,South,Low,2,0
C1584,61,Male,7,543.49,3,144,61,Basic,West,Medium,5,0
C1585,61,Male,3,199.18,10,79,7,Gold,South,Medium,8,0
C1586,68,Female,9,474.29,2,157,10,Basic,East,Low,9,0
C1587,47,Female,8,241.11,9,59,52,Silver,North,Low,7,0
C1588,55,Male,3,506.45,1,146,68,Gold,North,Medium,3,0
C1589,51,Female,5,159.2,5,177,17,Basic,North,Low,1,0
C1590,29,Female,7,478.04,5,174,40,Silver,North,Medium,9,0
C1591,36,Male,4,149.06,8,83,83,Gold,West,Medium,0,0
C1592,54,Male,5,323.46,6,157,74,Platinum,East,Medium,3,0
C1593,61,Female,3,467.0,6,109,37,Silver,South,Low,4,0
C1594,66,Male,9,186.61,6,178,80,Basic,West,Medium,1,0
C1595,34,Male,9,242.83,4,55,61,Silver,North,Low,2,0
C1596,27,Female,7,532.38,1,155,59,Silver,North,Low,3,0
C1597,66,Male,2,542.56,3,135,17,Silver,North,Medium,2,0
C1598,64,Female,7,122.47,10,91,55,Gold,South,High,7,0
C1599,29,Female,7,184.05,11,83,96,Basic,South,Low,1,0
C1600,33,Female,5,158.74,6,126,57,Basic,West,Low,8,0
C1601,41,Female,9,189.85,5,81,40,Silver,East,Medium,5,0
C1602,36,Female,3,585.09,10,169,9,Platinum,South,Medium,0,0
C1603,25,Male,4,375.83,1,139,29,Basic,West,Medium,7,0
C1604,48,Male,1,334.06,5,5,85,Platinum,South,High,9,0
C1605,38,Male,6,592.23,2,66,41,Gold,West,High,5,0
C1606,34,Male,4,378.48,1,111,23,Gold,North,Medium,3,0
C1607,40,Female,1,430.56,4,12,39,Gold,South,Medium,5,0
C1608,54,Female,2,266.39,6,170,38,Gold,North,High,1,0
C1609,33,Male,3,291.06,7,106,58,Gold,East,Low,0,0
C1610,23,Female,9,397.2,9,75,50,Silver,North,Medium,5,0
C1611,25,Male,8,134.89,5,138,10,Basic,East,Medium,7,0
C1612,42,Male,7,227.94,8,28,87,Basic,South,Low,4,0
C1613,35,Male,4,198.41,8,7,5,Basic,East,High,7,0
C1614,42,Female,1,107.95,11,142,75,Basic,North,Medium,2,0
C1615,29,Female,8,368.45,9,77,38,Basic,South,Medium,5,0
C1616,32,Female,4,380.53,3,61,60,Gold,West,High,0,0
C1617,43,Female,3,291.97,3,51,87,Silver,South,Medium,2,0
C1618,58,Male,9,234.36,9,170,30,Basic,West,High,3,0
C1619,62,Female,4,426.03,7,136,46,Silver,North,Low,4,0
C1620,43,Female,4,167.33,4,178,95,Basic,South,Low,2,0
C1621,64,Female,9,359.31,1,129,42,Basic,West,Low,7,0
C1622,49,Male,2,484.04,7,11,30,Gold,North,Medium,4,0
C1623,27,Male,5,182.15,10,107,63,Basic,East,Low,6,0
C1624,33,Female,4,476.63,6,48,88,Silver,West,Low,4,0
C1625,24,Female,9,480.4,3,138,28,Basic,East,High,7,0
C1626,34,Female,5,129.96,5,143,25,Silver,South,High,0,0
C1627,40,Female,9,109.39,3,103,64,Gold,West,Medium,2,0
C1628,43,Male,9,586.97,8,47,94,Basic,North,High,2,0
C1629,38,Female,2,196.69,5,153,24,Platinum,North,High,9,0
C1630,39,Female,9,511.07,10,112,10,Basic,East,Medium,9,0
C1631,24,Female,3,380.93,10,6,71,Silver,North,Medium,2,0
C1632,31,Male,4,232.24,6,11,14,Gold,South,High,5,0
C1633,32,Male,1,164.99,2,17,16,Gold,South,Medium,8,0
C1634,24,Female,1,348.34,8,143,26,Basic,East,Low,5,1
C1635,26,Female,1,303.68,9,16,66,Basic,West,Medium,4,0
C1636,68,Female,9,449.44,3,56,65,Silver,North,Medium,0,0
C1637,65,Female,8,552.08,6,66,84,Basic,South,High,1,0
C1638,25,Female,5,502.62,6,164,21,Basic,West,Medium,0,0
C1639,67,Male,5,237.23,2,83,14,Silver,South,High,5,0
C1640,40,Male,9,539.47,10,166,16,Silver,South,Medium,2,0
C1641,46,Male,3,516.7,8,75,87,Basic,West,Medium,4,0
C1642,35,Female,3,564.57,5,127,44,Basic,West,Medium,5,0
C1643,48,Male,7,329.33,11,131,27,Gold,North,Low,4,0
C1644,47,Male,9,484.29,11,18,44,Silver,East,Medium,2,0
C1645,69,Male,6,395.83,8,89,78,Silver,East,High,1,0
C1646,56,Female,2,255.25,8,94,78,Basic,South,Medium,1,0
C1647,52,Female,1,597.22,3,17,54,Basic,East,High,1,0
C1648,35,Male,2,119.15,5,114,14,Basic,South,Low,9,1
C1649,59,Female,1,181.14,7,107,98,Silver,West,Medium,3,0
C1650,56,Male,9,546.27,5,99,8,Basic,South,Low,3,0
C1651,34,Male,8,130.28,6,13,5,Silver,North,Medium,2,0
C1652,31,Male,7,543.41,2,63,47,Silver,South,Medium,7,0
C1653,48,Male,3,457.61,8,14,87,Silver,South,Medium,3,0
C1654,41,Female,8,118.34,5,164,9,Basic,North,Low,7,0
C1655,52,Female,2,314.66,6,18,98,Silver,North,Medium,2,0
C1656,61,Female,2,477.24,1,133,94,Silver,East,Medium,1,0
C1657,62,Female,3,391.55,10,14,38,Basic,West,Medium,7,0
C1658,51,Male,7,567.94,2,25,70,Basic,West,Medium,5,0
C1659,20,Female,1,533.82,11,44,28,Silver,North,Medium,1,0
C1660,54,Male,8,266.32,4,121,18,Basic,West,High,6,0
C1661,60,Female,7,142.31,11,39,45,Basic,South,High,9,0
C1662,57,Female,4,572.13,9,140,46,Basic,West,Medium,6,0
C1663,43,Female,5,358.64,6,104,17,Basic,North,Medium,3,0
C1664,40,Male,1,137.2,8,62,33,Platinum,West,Medium,7,0
C1665,61,Male,4,508.29,2,53,69,Silver,North,Low,2,0
C1666,56,Male,1,534.25,10,53,50,Silver,East,Medium,8,0
C1667,32,Male,1,419.71,5,156,38,Gold,North,Low,4,1
